N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,season
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,cotton,26.552156408079167,3,10.129147866317142,12.799494901222651,419.6961158553345,4.258425854221295,4,10.697538972401745,89.80737201169843,128.37322086780338,2,29.254426470281057,3,12.278700047022785,3.2003145681395506,winter
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton,16.55843681624998,2,8.579862214019014,16.405636456180986,395.5142655898112,7.794219005255698,5,5.819710634487638,31.63598794615073,178.67179927151457,1,10.835636642198264,3,36.0268631433922,4.556578168541916,winter
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton,17.731656666551252,3,10.263876923889867,18.57957030481279,391.58740589986127,1.0925324953994249,2,9.89666636967814,77.70747338432817,149.45025430962647,3,35.27045568596509,1,57.87737558142855,3.35342276063425,winter
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton,12.053316118446787,3,5.230294451819854,5.732803086369493,409.31818927800487,5.372018034515619,3,18.88689174102189,62.437928824163706,147.20971780241263,3,18.75187453265028,1,24.036190512940493,2.072035605645054,winter
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,19.96078418278641,2,7.963666543720995,12.463024786384032,424.5597416379186,4.472672717247164,2,15.108542334918804,24.15995215583202,79.1857549214844,3,49.152541957163045,1,12.420410648160408,1.971814516230436,winter
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton,19.26752852271388,1,11.778235179133643,2.5848840268927176,372.5699987975912,1.2663080251503462,1,15.262781461660069,13.39615899461074,83.87280823515061,1,31.848073284652163,3,73.8536845695366,1.975062782558186,winter
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton,15.499224597901106,2,11.522603942528242,18.183149392868383,378.6989028975375,8.321196329223717,5,9.709491411229388,57.79310255760484,199.20101231526823,1,31.476969101152218,2,97.13714617392648,1.2999811783033226,winter
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton,20.14844764267223,1,11.263396494389593,3.5469471265631336,391.7079448119956,3.919075712071068,6,16.75268018528669,41.6501605994882,72.6739770822027,3,12.925644049047852,1,35.69201501899556,4.9827527241577485,winter
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton,20.412640997085227,2,9.47102263300408,9.5961367158153,380.664141353043,2.8063090301049947,2,12.603308395687003,31.3139622375319,188.73347457189928,3,47.44298883836125,3,10.98211625466914,3.5079747253130944,winter
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton,19.62375841771384,3,8.131240889369506,18.132260798013988,370.5996019770353,8.386367017874296,3,13.267600689994126,21.36041333983646,59.234874881477324,1,18.03746085964169,2,87.77633147185472,1.9177994224069768,winter
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton,21.64441452211161,1,5.130420458515761,12.539926183933602,351.7499825728234,5.1341826227804175,1,8.454061083806492,13.079243500530811,76.11877588535036,2,14.802124600130162,1,72.00251533792262,3.819400421538704,winter
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton,29.540618719300586,3,9.73780575553948,19.67592797634712,393.0088382374352,5.520647811516404,1,12.179633540231311,11.983669715567755,95.16569532665643,2,19.571437705459577,2,37.509265126747295,4.839959410381383,winter
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton,13.46017893156329,3,6.769630559847569,11.926986090826182,374.0821407480896,7.468823608217285,5,19.379321381251906,76.41057578574383,56.82282248985309,3,48.34980529262561,3,0.0732771551713473,4.032387994778632,winter
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton,25.451043959019973,2,5.450609756798874,14.561291122170225,373.3117907934975,9.682291487971431,2,14.641495741262371,60.91771178464786,159.6303245962132,2,18.175763458679373,1,73.99698152051417,2.5378162992915434,winter
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton,10.904882585409904,1,6.611569616474132,12.188095014964828,405.7825221380586,8.764136830392598,3,12.279267875031955,86.53946101505369,161.77995862720428,2,10.903805385839672,2,7.615969274712652,2.2728908168651176,winter
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton,14.073355684063886,1,7.231411225977618,9.055657280819773,364.53270821073056,8.059020382757954,4,6.112562444052075,4.057829067310714,159.23748821557956,1,39.84932522728855,3,38.046937555546535,3.77394163190111,winter
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton,27.81550260634695,1,10.656090212883411,19.83642343205428,413.8062052511188,5.61108637756993,2,10.783717374547942,31.32553918753187,68.87109012508323,3,16.056923214249537,1,7.45490066245007,2.191200978658704,winter
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton,16.766984283148666,1,7.011374838983805,11.614276926453435,376.48286322921257,7.374192756996922,2,5.006916159749311,40.96368923766816,192.08180975102624,2,13.38511950392835,3,66.26871372790183,4.650178179856588,winter
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,cotton,28.371856639154164,3,9.210787081190144,18.542511827064803,431.7404550138395,3.4765659547602974,2,11.61445808470716,37.23698618973456,81.23566601135084,2,20.022704668355264,1,31.807785395596365,1.4878121571954348,winter
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton,25.389506442999338,3,8.699757899631175,9.291155984956518,390.1334567180708,6.490102725461301,1,13.75949150703064,77.9132640255481,181.2150130763364,2,38.17305861459076,1,2.4402431880092834,1.5997781580550448,winter
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton,16.03414939021262,1,8.890457606870449,13.083673827561086,374.3683109613544,2.7801573010201777,1,18.601445330672867,53.06598697099145,141.9852223927301,2,44.41560328454103,2,34.93332038418638,4.886453001060524,winter
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton,18.788352745099555,2,6.524711838644853,18.132296514481087,356.8775740122797,7.125961150394913,6,12.244670222516978,81.5500929277901,175.20228947499794,1,3.0518096558960983,2,52.86390654497723,2.7725691023139576,winter
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton,18.305105619287808,2,10.364054606247024,5.804300556590516,365.41887242615695,5.378809010519477,2,9.516371205622862,49.27118072929883,140.7413931209254,1,47.02620023338281,1,9.555144618643608,1.6778813259510046,winter
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton,14.897121614712535,2,9.42837343370543,10.954925170606888,367.2667563248214,7.11717116720989,1,14.916183771511976,74.26872923606575,143.28337589266903,2,27.212137008629693,3,22.695007718847528,2.744706079544496,winter
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton,25.840350215857782,2,7.449663623939765,14.090090335296608,441.78934846838615,6.786972148930851,1,6.455849106837389,82.1279826091589,138.13067316391346,1,38.899494610335424,1,37.83360826682076,1.3076102600485435,winter
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton,27.146712359936515,1,7.048998021004702,9.663174629190683,386.2054331027368,6.300996280001526,4,6.90310627082483,52.73674984778831,198.2633189264652,1,48.29346606170724,1,36.62356957228623,1.1517124601557778,winter
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,20.29456309019759,3,7.672901302405044,19.64294876319872,403.0252003615748,5.50922576933047,6,14.96591701276284,24.919602686303865,94.53131341632512,2,31.291900239037496,1,14.897813856217043,2.794146792100462,winter
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton,13.104822277411008,3,5.2380290717357765,9.829434228942649,363.34137845092175,8.248410306883107,5,12.478509235084678,15.885072218634155,56.382029648308986,2,46.36784593915917,3,58.52650653742594,1.2160704932196689,winter
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton,20.72493921446361,3,11.79632103946498,7.459591263195263,379.082425662472,2.736074565624937,2,18.577987110679462,41.24176654635223,141.12587680711164,3,16.310988822139468,2,92.68418186695952,2.9686097950799843,winter
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton,29.052629196736945,1,7.638445276990009,6.237417031451214,428.9912942208484,2.2485304549899965,4,6.77374974902325,30.71993742060716,132.26659088462736,3,22.56525622668624,2,80.84568734237124,1.1570695113994094,winter
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton,13.534667485478328,1,7.174165988779304,19.04331529167664,424.1510879875234,8.774174910090501,3,11.448186446270526,70.12886318669163,104.4420320671254,3,32.933887648066026,3,69.79383095899672,1.5994700009596778,winter
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton,23.388197721763337,2,6.675978604610906,6.984465302075797,358.7862440180498,5.089879132858498,2,11.482222240258755,23.53401886022472,83.36220378606667,3,5.834697406921857,2,44.93298668426583,2.057124794288806,winter
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton,25.703843421335844,2,5.042195988491201,8.601495748613381,385.5707664476288,1.940663617738732,3,19.083346493044857,58.01378616361883,189.5644399706865,3,34.006209353796045,1,80.93485958017843,3.016105705670116,winter
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton,24.612350370749787,1,9.933686503383129,16.279915298855023,403.6620998948868,2.823956348100763,4,12.355143445089553,78.02783991460164,132.23336948200455,1,5.913048462057108,2,82.34808245660746,2.680242661859615,winter
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton,23.94513129849401,1,8.928584142699053,7.06179738062966,364.2675572824239,8.649918777709786,1,5.428441060440491,95.86357335482812,110.12290359038155,2,32.8635621902962,3,28.0116829815946,2.537135738827808,winter
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton,10.893473198635954,2,10.08373113797298,3.9358448765710654,399.7727236433949,3.705209348583125,3,14.423943901095331,4.951688716808478,73.30732639108447,3,36.264292729096645,1,54.60347379983076,1.7247284697617409,winter
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,18.16567313749778,3,6.946458734128365,18.4516548792447,396.5445042647143,9.2404749631236,5,13.853139119483233,3.672449476420992,158.875942161854,3,30.114403359677944,1,52.913698619602734,1.7894509813278012,winter
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton,10.950341192921014,3,10.151309655748838,3.420297467084774,388.46093759492766,5.582075950204377,3,11.251599775792222,74.9204389900727,111.66790528806304,2,15.61122086808636,1,16.756663653133952,1.2012077616535597,winter
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton,12.356822407038637,2,5.814740524688752,19.255800603106948,446.2518285548885,2.70099141855056,5,5.746376412601678,24.373200035119847,198.85529488313992,3,24.51508785140528,2,77.7423197071933,4.812279891661529,winter
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton,21.42811371676072,1,5.457210684558276,12.985560919701124,394.9594380003614,6.647956323883029,5,16.26583970526756,74.74421807387068,150.15861990749454,2,6.771608780020999,1,13.487324004847846,4.106624320742881,winter
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton,19.20594693836033,2,8.270083920039438,8.367184645797977,434.32774055279054,6.351260892520663,3,14.13206420276677,45.951737120773096,69.17362155791035,3,32.35894482182171,2,86.85752244723486,4.497163284906004,winter
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,14.077493384495256,1,11.752059124277896,19.21532640279905,438.602221577484,9.968953928627243,6,8.62626571728173,12.653194512390066,190.94487581847693,2,17.712528214043527,2,58.67322566300185,1.4733820949536771,winter
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton,22.91270387755548,3,11.18279265524372,5.481892506943198,382.5196264773826,9.302335437558048,3,17.041560862472167,59.26940336328378,53.43846084784839,2,40.68077991495638,2,36.174270948917,3.5718657298515266,winter
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton,21.080100035680427,2,9.364610876016208,2.9271108646512367,433.3213432233627,7.498809617663081,6,6.150484113796052,25.580870190991146,147.55935061973446,1,35.11018868528435,1,8.433993175711517,2.941031093157038,winter
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton,16.446264715540345,1,8.919073520175008,3.676154353828447,414.6803777868065,8.425970755263307,6,15.494936546545905,25.390876606654565,167.77064746707694,1,43.916187044545765,1,1.5214516912189446,3.8255592818403694,winter
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton,28.651471114102804,1,11.114211342146731,2.9824252548794705,382.2187609468167,2.335460172614348,1,15.190903184692964,25.091289064833656,165.17017328031994,1,19.8775290985029,1,60.93492251710073,1.9107718294553728,winter
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton,12.808849928179969,1,11.81328964976978,11.21620710335652,403.9755539596891,6.405026613263242,5,11.88872131683578,89.56458775494617,143.70680006155115,1,6.202160617644953,2,29.11056699660324,1.097307815309963,winter
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton,13.858547155976744,2,9.354336506825092,9.953738376692794,384.13793125542537,6.856893643644829,1,10.916862686670434,12.986825240417089,147.23531360005626,3,22.021138762734427,3,21.806255938188706,2.284079521392807,winter
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton,13.75048118487548,2,8.57706875090549,15.363657399398829,352.17829430470425,2.709760218482492,2,8.121680877770583,14.44653865790164,134.6839331670297,3,44.579170554334326,3,11.598617592232552,4.567257950852788,winter
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton,28.133405808609727,3,7.351589844112478,19.48736833138378,431.94945515124914,5.358479877765539,5,5.815847806346584,65.83464416471226,166.09544676544482,2,17.956391641312518,1,80.6860874778635,2.9349276296983646,winter
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,cotton,23.59786597594137,2,8.2678961751759,2.871317121556445,360.12789074603444,1.8288906005972985,1,6.684298590669576,31.242267525532974,165.65608019107017,2,3.853887383258292,2,10.576808559063576,2.9959695625912515,winter
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton,18.496974931381,1,5.456600314634341,13.259173626449712,388.53193332374,7.760505860034132,5,10.590836490841497,32.69961064470955,72.33558555901921,2,32.21281191543937,3,39.84200085946706,3.33493171572539,winter
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton,25.658079513064248,3,9.042823844892308,10.103214175633743,371.8106890652331,4.213637008856952,6,14.646191956104303,58.85647833499469,150.88962236027547,2,30.75466462223505,3,83.58091978846177,1.2689889557438132,winter
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton,11.299444545646748,3,10.08396838839369,14.59494589995392,360.9387416283293,4.74716782755805,5,13.215552101093696,65.10915994588645,104.5190869980034,3,3.672825917807143,2,2.3663271972851563,4.884827216836367,winter
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,cotton,19.53734149013836,3,8.211086305922594,9.614688279037209,354.1407482579642,3.732395355357436,5,18.66929705929652,29.6847401708668,187.63211963423333,1,0.8228097238958176,2,15.602045354034244,4.055317019746899,winter
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,cotton,11.368837456120149,2,8.816594487390685,0.3156213259620588,392.41565692017673,9.826030445070014,3,19.75281430561502,13.418535334500238,72.97582053038352,3,29.76609937804332,2,64.15550840614524,3.247005147557258,winter
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton,23.39587454955139,2,8.921316309333184,7.795046195045994,379.0155619795568,5.066455865382414,5,8.446782800396454,50.7437285969786,133.75254055073822,2,43.96852194473964,2,29.701184310001693,2.8713812053772427,winter
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,cotton,16.989144158084784,1,11.11529225937914,0.7295328252160793,398.3178779259425,4.886379170702017,2,19.29746523639279,93.83030322951052,115.45965542586548,2,23.415335205717163,2,46.63679227783927,4.879503781827148,winter
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton,16.548476182735968,1,8.102046048722038,0.9594015654352585,353.7443802359333,8.940130057945872,3,11.445036356813228,75.57576663299153,196.3036365283328,1,27.063149132499927,1,64.40016425030977,2.9412223847581944,winter
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton,17.927525764518553,3,8.96623863596472,19.029153577895265,397.3128062150633,1.3967414520049983,3,19.5995219209858,23.69599570115527,114.74288319379257,1,48.87402315936698,1,48.34961649137095,2.9835382348903567,winter
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton,18.39284468693581,3,11.617691965140017,4.592301521774709,411.6124798892004,2.791544240883138,6,18.51561310880552,79.95477775039265,111.55123078154232,3,31.862310121157893,2,41.460292977783794,4.157859012748555,winter
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton,28.28785501593033,1,10.651890766766137,12.279560410488005,406.3559725922266,3.3122460650360144,1,19.10525268417253,42.569033077842654,118.81855400711676,2,16.759417087699163,2,14.74816755921422,2.874441364259564,winter
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton,20.18986891815401,3,11.216177439580608,5.8969720759305,422.7666727143589,4.734976408775425,6,16.95816687397687,28.91747696800716,124.49528681289584,2,2.8477566172317506,2,66.3107406693747,1.349766288939899,winter
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton,24.22831197302924,3,8.613266387278342,6.519033364573681,365.1912146423112,7.511357096390567,1,17.041413536263462,95.87193779503632,95.96432240050252,1,10.975537971306732,2,22.28862878301343,2.995600355731928,winter
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton,28.177092280000103,2,7.245895374782523,16.83879083610578,411.75945998901545,9.85472497317278,2,8.10484183197612,99.216638493547,98.6687847794456,2,14.355624187448962,2,34.8257502963094,3.2106785765750288,winter
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton,19.89646830056421,3,10.804023470209728,19.338018797763564,381.54457505677385,2.5432862758432613,2,7.814507975108542,65.41354078230823,103.66412530165331,3,38.19362146774877,1,32.22375032542995,2.091110754154142,winter
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton,18.1786187139122,1,5.178290862765839,18.13407894270338,356.0045768973722,3.37206655013728,1,15.557433503554815,31.550125705435928,115.07131093177586,1,0.6031900057873574,2,83.38894045853674,4.259559344710851,winter
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton,25.065182462428773,1,10.08944135593795,17.571937730412866,377.5556467310298,3.831940698107392,6,14.466007584582089,54.36771667925756,64.67934168250915,3,36.61745228841443,1,42.52966207350389,2.392077312836356,winter
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton,25.76628827538024,1,5.592013854303504,8.390318789236437,431.131650347325,9.179226528254352,6,8.572740906285082,81.98425082376126,147.87500524727858,3,35.885202998956736,3,23.291139081656485,3.306983159599747,winter
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton,13.467257051310288,1,6.062233006437458,15.5188307016596,400.3356827960958,9.79535812948036,6,6.641312474685122,72.7151523464044,182.0958155847244,3,47.59362168428595,1,75.95540772356551,4.143892130743773,winter
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton,22.873426498240647,3,9.065676466358717,11.828669523887532,404.52874884660633,9.339148192728784,2,12.787337726186744,87.26160734748224,199.3239390961693,3,30.50413277816428,3,83.96540776900801,4.439673833448767,winter
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton,22.76091181290154,2,7.386374826438994,6.1537849960961495,398.1470695634857,5.700917639637359,4,19.754520311569376,44.22490937532035,82.29613921373789,2,13.960754528985644,3,15.731727941785678,3.835107660339237,winter
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton,13.022598702062304,3,11.809362025557908,0.1831600038530156,396.0909221177417,5.014479723361223,3,14.884890757034707,30.0516860144041,117.21200367055792,2,22.316850434674706,1,44.92553979198437,4.17737487115499,winter
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton,24.064683454107023,2,11.508539472849543,13.998674565573324,428.9813666051365,3.320507894185029,5,7.804737871401688,73.10490604309965,74.79008678109258,1,4.248663134646103,1,74.89848150051472,4.168670734974292,winter
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton,27.904626369169414,2,11.754195476803131,3.597513708237716,443.2702606334837,7.42526349465857,6,15.551570915686904,79.44196312121973,152.93451220153014,2,3.104145924264934,3,83.21858964188698,3.2033850543922817,winter
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton,11.074538017793024,2,6.883082739087616,6.627340403171624,427.9341285220829,7.761244933785096,5,14.067149851961435,85.93575540239962,135.43701561765482,1,39.27648104951812,3,29.60282617145097,2.2817908366668846,winter
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton,28.914272623918485,1,7.931491404456913,1.0831561350996188,414.5398333736644,7.9765460438031965,4,12.862438027581144,93.42653644843072,59.97389337799559,3,40.8434161056684,1,67.05678364391477,4.855826023576963,winter
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton,27.198144361077667,2,9.352468944495424,3.474253862975638,408.6695069597138,1.4167656776265622,4,7.39685945679343,67.16843519724114,128.67267650647986,2,17.095188460778875,3,22.64489584716195,1.7986080328796237,winter
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,27.25517702793857,1,8.095487396564256,17.28670417570428,375.6970971156829,6.87013604898682,6,8.532349934760967,10.784445777547468,82.92349760862379,2,34.33353590354385,2,5.645844384372323,1.2849472978780403,winter
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton,18.14693937063096,1,6.259547853655869,18.71049916374301,358.3806884002048,7.903640036293845,6,19.12519490700633,11.593773261884088,101.24255467488209,2,29.8112756733523,2,47.26517324644933,1.1178466486469365,winter
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton,18.25119166815632,2,9.846418472622364,19.35145071950972,403.5119885768368,6.895821423792727,6,16.136255805220966,16.930808537915464,127.10205805068446,2,19.210768382586902,1,85.21689981482926,1.7077554941749495,winter
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton,11.97656288098738,3,9.932916505559009,10.411331323890469,428.9127337715887,4.46972997760623,4,11.417062100772055,82.30579120911639,188.86501570851527,2,3.976749933629992,2,53.784179222459926,1.7567328842269223,winter
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton,11.85753074361109,3,5.815439838678499,1.2804362251307475,392.3362362817738,5.994470645424461,4,14.799086401847935,14.015417092366732,152.5063049534814,3,39.73068609409254,3,26.535610312955992,2.4968274666990133,winter
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton,27.24570257396686,2,9.062056008036237,4.4776403519396695,354.45783306873136,3.384221477244054,4,16.56920958267621,70.02841333536716,158.8562078594927,1,10.392941728960064,3,12.216221126342464,1.016429751951086,winter
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton,19.11463327968256,2,7.231303593125018,3.795707815784852,441.9517549248638,7.0427733643497445,5,16.89087111460446,64.98478526789985,59.79659947949696,1,40.4709250429555,1,8.286654204706457,4.562280408280323,winter
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton,20.017110778545348,2,7.687168112600203,15.213949270597508,444.9521990314827,6.910347464769371,2,9.024254760135705,67.8433725368516,78.21373884062353,3,44.91389285465697,2,43.91818332949588,3.346505226593783,winter
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton,19.292906949041857,3,7.583181167762778,6.333184040442661,386.3464442481928,6.944161684202751,5,14.65131344066336,52.86706157446772,75.57770860579086,1,30.272533052328185,1,80.53832359598032,4.743608000731834,winter
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton,22.065704318970912,2,9.269441149821509,3.2645398750779053,432.2661112817719,9.94540873529359,4,14.564653710694856,44.74239243001102,71.19616412063493,2,15.786405729711628,2,9.172952536950053,4.455575020315186,winter
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton,20.7554159609588,2,8.617874563563923,6.723813702969026,409.31363506845713,1.123275620241906,4,17.910165198809295,77.39191934681148,144.46740640892386,2,2.3616627853399184,1,43.80830583715942,4.972600054285735,winter
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton,22.22145513378657,2,6.671864132446136,14.605737127677894,387.552957685502,6.992197099951964,4,13.430313343292774,17.55642366934844,136.9636866266148,3,7.237031439759711,3,81.89093856093395,3.245223116980456,winter
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton,26.092338856094248,3,10.20069756507834,17.760919561843668,404.2636624943853,8.314314338045156,3,15.622168006844422,25.08264943674936,100.1320043635288,1,23.703225222301107,3,77.2982896463321,1.202531566650809,winter
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton,14.05782656290738,1,10.204616717910426,12.182892805650988,363.6025116457563,1.0508770548252115,5,7.35575005184657,90.99922868809242,197.7090028013876,3,12.846762897858726,3,21.129192235481376,4.240513280784109,winter
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton,23.505031095110127,2,9.143337537960416,10.578909970420709,354.94630269592705,8.441332715993141,3,15.120236624219512,45.63814997948141,183.1554601710277,1,3.121397893136652,3,90.86297907582734,4.421955734933681,winter
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton,17.976434107611972,1,10.027443505191568,16.66741740873986,408.1755344769629,1.639757824131599,6,19.25478146862218,98.53229078954443,132.68552470180828,1,45.02552451204915,1,99.62994129270884,4.005809101831249,winter
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton,13.813650400922198,1,8.34975507621451,14.3263315536028,391.089095045729,5.776348680904549,6,14.923220129406545,45.27869732010279,95.54231955177748,2,28.81577359646763,3,42.635369692011615,3.236825024347703,winter
